Date,Model,AAPL,AMZN,BKNG,CACC,CPRT,IDXX,ISRG,MNST,NFLX,NVDA,NVR,ODFL,ORLY,REGN,SBAC,TSCO,TYL,VRTX,WST
2014-01-01,Hierarchical Risk Parity,0.07642586286179058,0.01818783653837061,0.026457227554245295,0.06884809023064946,0.03176346475775361,0.08768090328266435,0.05276620861337376,0.06263327239982555,0.011350342626746366,0.05407992048985901,0.05430600542819257,0.042738720276807425,0.10809180846021703,0.023515046373141096,0.13686534764884387,0.03529095234735418,0.034151738540841296,0.011757427825497447,0.06308982374382649
2014-05-01,Hierarchical Risk Parity,0.09590878067925081,0.01660276739054761,0.022138479317192112,0.04723949839420559,0.06447655383457944,0.10019377505062499,0.039972738697045214,0.06003170137575633,0.015075777803055383,0.05653198607378468,0.10146003520843705,0.06333414510054668,0.08593035517136938,0.008029416625765777,0.08476038363373144,0.04373692848380871,0.032554588573182365,0.011422937343247907,0.050599151243868545
2014-09-01,Hierarchical Risk Parity,0.10286262504179809,0.012401697134989237,0.019670326612828096,0.05704561089097409,0.05785485665988902,0.09946468347463665,0.03377362630999079,0.030454980432854266,0.013584090279774943,0.03192167048032929,0.11674824766451185,0.07512314047487267,0.09770773880471521,0.011908650724272132,0.11669055695398665,0.04598756151291566,0.02069870209050991,0.013052550701987577,0.04304868375416387
2015-01-01,Hierarchical Risk Parity,0.09202144371752301,0.016205114753586894,0.02173989998920678,0.04552836133138819,0.08834087018465393,0.07745267608480469,0.030752312065581194,0.030430294859548276,0.02372774564696131,0.03956408377096855,0.1259742788109345,0.08003867594832645,0.05236275454868226,0.021018501593091495,0.12997712600563768,0.027174363463387925,0.027029264299943546,0.013875758039725577,0.056786474886047704
2015-05-01,Hierarchical Risk Parity,0.05915958548797714,0.021940788669623578,0.04030970457642057,0.03146423432358526,0.11321223583623842,0.057024573542969435,0.06721891503289808,0.034191286537048504,0.028088519178553522,0.04073162734334736,0.11613910987265358,0.054935292602698534,0.0634785721258316,0.03166391944661147,0.10799434959434502,0.03630032265505124,0.03519967478677964,0.02021729599526226,0.04072999239210479
2015-09-01,Hierarchical Risk Parity,0.04091328771441493,0.04022518032933042,0.04228667409211591,0.05528658427424181,0.09074710255880988,0.056839704582634605,0.06345983206758266,0.06372542119953412,0.02217345901172902,0.04332454579230159,0.1361353438527682,0.05910476921627995,0.051889780992656655,0.0310816994492064,0.08239719560161207,0.01889036002727866,0.01791321497775835,0.026581795171077734,0.05702404908866702
2016-01-01,Hierarchical Risk Parity,0.05325180747033469,0.048174238174888764,0.0542297890400339,0.031164683176228055,0.07962625881517547,0.04962831104947156,0.09939386818381521,0.043137673988969776,0.02470345893339816,0.039368466546798785,0.11619159184276495,0.060129521799272584,0.05863958070590633,0.01658859994900948,0.07492126856613847,0.04719771453018619,0.03297655967382771,0.010948849332802218,0.059727758220977686
2016-05-01,Hierarchical Risk Parity,0.03971710835318052,0.036020997749832646,0.036165871569652785,0.02745071049140145,0.08122874943641133,0.06958757268428158,0.11050124065377406,0.05402215972446327,0.023114997694442693,0.0430147755445537,0.12519765016990161,0.058429220799816835,0.07345836020982652,0.027624667438021278,0.0426020452627144,0.04159084146538039,0.03780157099084185,0.020977899344376674,0.05149356041712641
2016-09-01,Hierarchical Risk Parity,0.04806081359577702,0.02874661766255702,0.027191537276702357,0.02519202763693972,0.06663013650315606,0.0799195251816394,0.06932103781403846,0.05160528101281894,0.03020419430390245,0.04745529711532128,0.12372216664291083,0.05815986539009875,0.078566662997707,0.025495738001292775,0.05392591257082073,0.06320521017725426,0.03680800563421869,0.020806669662148503,0.06498330082069571
2017-01-01,Hierarchical Risk Parity,0.06479192101701627,0.03712260865170476,0.03713683769984624,0.03759460915255533,0.06382172161413116,0.05451004291194322,0.05666543133630326,0.05689312470265747,0.027276344153404894,0.0300529186093412,0.1207974111678362,0.041888625503813864,0.11163780292800285,0.024638161594521618,0.031604083636511744,0.07096168246503187,0.039010607706361757,0.021625903471646404,0.07197016167736991
2017-05-01,Hierarchical Risk Parity,0.08332524559974323,0.040995009883878844,0.04282165314153309,0.021910345447810127,0.08215110148842754,0.03561328296515115,0.07285696559494949,0.051760921309459994,0.028498520999725784,0.01933656527359192,0.10923885327059099,0.05935606492536986,0.1016004012059435,0.0360112840412534,0.03228609034512983,0.05049019669904187,0.052573311255014146,0.025690043363328793,0.053484143190056434
2017-09-01,Hierarchical Risk Parity,0.04438117515980668,0.038055967753902784,0.05967431751431993,0.03987703345414264,0.08266579951741569,0.031764864225069876,0.07243155583855883,0.07197832649133064,0.023755016949753283,0.015387070899846226,0.10724180893599221,0.05566676121949688,0.05382677767327638,0.029949485806477646,0.11116187717158296,0.04737106865416092,0.0579943615607283,0.017816655497034282,0.03900007567710382
2018-01-01,Hierarchical Risk Parity,0.04580480941989996,0.03230104010045232,0.044686763064149856,0.05488776045196991,0.07667246825157897,0.05670113318703174,0.0814799824797596,0.10003977212360754,0.027261113124843066,0.015350313442774674,0.07001626348838413,0.04943825949846744,0.030905456020849646,0.024241094040352115,0.13163760712924794,0.04596327132535755,0.05639430308588023,0.01672584656230861,0.03949274320308473
2018-05-01,Hierarchical Risk Parity,0.040838182030733035,0.026663958177608183,0.056509399177294216,0.06849723662441724,0.09306590656552292,0.04654706228566627,0.028414112638010566,0.06309787452155824,0.02062661478924201,0.00995723897587394,0.057159823017702324,0.05277572506094259,0.04439279827282466,0.05069862660847591,0.12076697208067519,0.055812774544836505,0.06896996924420518,0.027136433895071775,0.06806929148933924
