Date,Model,AAPL,AMZN,BKNG,CACC,CPRT,IDXX,ISRG,MNST,NFLX,NVDA,NVR,ODFL,ORLY,REGN,SBAC,TSCO,TYL,VRTX,WST
2014-01-01,Risk Parity,0.046245088361559564,0.048867247350643205,0.058938560075740505,0.05476038865923518,0.05384434689430042,0.07518702730292245,0.038425841171669625,0.04328398528371224,0.02028594132849761,0.06087961818293865,0.05917173941873878,0.05874983098717465,0.06861466769926702,0.032659235145854164,0.07879158597276914,0.05675548876530335,0.054406139402344435,0.01875343597041566,0.07137983202691318
2014-05-01,Risk Parity,0.05366051271353458,0.044185573363616254,0.051022783357892294,0.05473952894845982,0.05772807965769301,0.07337005108944167,0.0346423691614362,0.04511962330802141,0.0300701422486289,0.05822945700104302,0.05865737766550211,0.06538506031923848,0.06794722973537887,0.030197117763635428,0.07332378477269824,0.05755747123765677,0.04687763334987183,0.036017402857093934,0.06126880144915736
2014-09-01,Risk Parity,0.059167320611192314,0.04009853124771205,0.05050026886657055,0.057278369237639216,0.06705108595939703,0.07563346192959457,0.03452603824442556,0.03219454291154409,0.03190966152809038,0.05477831329773832,0.06419232203364032,0.07415887089141143,0.06793998288050859,0.0334577806338748,0.0742469825078061,0.05871203165368356,0.04222116032517319,0.02409493207612247,0.05783834316387544
2015-01-01,Risk Parity,0.06250650612548961,0.04201383638855638,0.048662571564733685,0.05416506837111709,0.0754499788628503,0.0675056192713593,0.036134295301560856,0.03302876009620393,0.032095125571886554,0.053624218438006487,0.06720168005360427,0.06862330960234632,0.0705544292972541,0.03641732117917092,0.07563254565740514,0.05082679567846518,0.040987165964151924,0.02471175629829521,0.059859016277542636
2015-05-01,Risk Parity,0.06280362523450507,0.04038481638111421,0.051841428470245955,0.04836159093608932,0.0818758741229614,0.04907165041904416,0.047865479556057376,0.03251682057569291,0.03094148028750493,0.0509879897700493,0.07003076786970686,0.07126389006813927,0.06606279813659884,0.04330036945665201,0.07247319367865708,0.04995726252448894,0.043894617814049665,0.02500413805442353,0.06136220664401906
2015-09-01,Risk Parity,0.05365897494571116,0.040817810754794334,0.05087272821287141,0.04184375636678153,0.07991468018447549,0.04376116660025072,0.06078112728637668,0.0449238680067454,0.027332522149533675,0.043848337438634664,0.07509070024314321,0.06299228508520079,0.0643686530004389,0.04361497648886354,0.0692588867642607,0.049796456035528146,0.048491440653699314,0.03675806674442013,0.061873563038270164
2016-01-01,Risk Parity,0.05311368810986521,0.04230244319323174,0.05292962572341433,0.03146808293127869,0.08395574364138572,0.04293611751896473,0.06295985060439815,0.043093505532505946,0.02801675364186209,0.04116780498076657,0.07845608508146414,0.060644204646769916,0.06320159203514979,0.04300666528132499,0.0622131837178156,0.05670130763805074,0.054028751234367935,0.0349393757785793,0.06486521870880428
2016-05-01,Risk Parity,0.05496956849461453,0.04450059627009257,0.05055981413500502,0.03178573471973383,0.07861191945385507,0.053552737961695025,0.06638579290282202,0.044590406450457844,0.030362567755125868,0.04210412692659671,0.07973155974590979,0.05402740219129141,0.06744109261325933,0.038879061646310435,0.05487458206760013,0.06065960008007255,0.04558719656306112,0.03388037776182125,0.06749586226067533
2016-09-01,Risk Parity,0.05858816446039195,0.048361818929411236,0.04703553961983541,0.030584654007800458,0.06898420826531619,0.05344117303748869,0.07167234535471918,0.04971224269578652,0.0328536149313821,0.04197728619027982,0.07697328845693345,0.05313464907422446,0.0677267760672228,0.037508130902874755,0.05243077677964152,0.06074600043942042,0.04499177947007961,0.033883862856689775,0.06939368846050152
2017-01-01,Risk Parity,0.0628623598327697,0.049392922332571566,0.049402387547452666,0.03489173618847026,0.06737621582741563,0.056561398842012785,0.07002697063823436,0.05355595790832304,0.03292513145731133,0.031196302343674247,0.0832054774527072,0.05458463525953867,0.06608308961762853,0.036489834625692406,0.05229712818796773,0.05268617269768023,0.04728402752298992,0.034186518527434796,0.0649917331901251
2017-05-01,Risk Parity,0.07104745311796341,0.06630139650760025,0.0554638600448333,0.03524346850738786,0.06584345825461158,0.048150813447456836,0.0664348184671086,0.052264516428042584,0.03576168439394576,0.0268700204209223,0.06859227837538283,0.057731319025540094,0.06293878985885108,0.036668878992663974,0.058838949075765264,0.04663266051221491,0.058503289866510294,0.031648497404012356,0.05506384729918669
2017-09-01,Risk Parity,0.07043284666053005,0.06522096614040095,0.06701181596422383,0.03887193014900535,0.07417919396949649,0.05105872020987404,0.06479210954565626,0.052107732264681864,0.03710529472815591,0.024598808086996334,0.06015420238916744,0.06087194123045738,0.04261702192948686,0.037364595637739494,0.06611713445873027,0.042272495989892175,0.05982860751003151,0.02881898577670672,0.05657559735876713
2018-01-01,Risk Parity,0.0696136646836758,0.05845843844566258,0.05703011180135552,0.04693890195109769,0.062274629744477845,0.049947964097588296,0.06419731957691087,0.05894095820319319,0.043823292078444286,0.030346887536985424,0.053014495826326835,0.06168711752500665,0.03897416922868295,0.04200402251102065,0.06761154102024151,0.04752966507474718,0.060795157612487,0.031677404147657795,0.055134258934437776
2018-05-01,Risk Parity,0.06374446782473009,0.05150763496187641,0.056366892550645566,0.05277546089611212,0.06242524720022029,0.0565422806364251,0.05427700098252768,0.05844978996756635,0.03763926745515424,0.03213055738273429,0.04892269831752002,0.05894952999627719,0.03830103702842989,0.04615013253111253,0.06317254320303307,0.047638964778575446,0.07123704604893327,0.039060710235589435,0.06070873800253701
